"Epaxial_bead_cra_X","Epaxial_bead_cra_Y","Epaxial_bead_cra_Z","Epaxial_bead_mid1_dor_X","Epaxial_bead_mid1_dor_Y","Epaxial_bead_mid1_dor_Z","Epaxial_bead_mid1_ven_X","Epaxial_bead_mid1_ven_Y","Epaxial_bead_mid1_ven_Z","Epaxial_bead_mid2_dor_X","Epaxial_bead_mid2_dor_Y","Epaxial_bead_mid2_dor_Z","Epaxial_bead_mid2_ven_X","Epaxial_bead_mid2_ven_Y","Epaxial_bead_mid2_ven_Z","Epaxial_bead_mid3_dor_X","Epaxial_bead_mid3_dor_Y","Epaxial_bead_mid3_dor_Z","Epaxial_bead_mid3_ven_X","Epaxial_bead_mid3_ven_Y","Epaxial_bead_mid3_ven_Z","HyoidL_bead_cau_X","HyoidL_bead_cau_Y","HyoidL_bead_cau_Z","HyoidL_bead_cra_X","HyoidL_bead_cra_Y","HyoidL_bead_cra_Z","Hypaxial_bead_cau_X","Hypaxial_bead_cau_Y","Hypaxial_bead_cau_Z","Hypaxial_bead_cra_X","Hypaxial_bead_cra_Y","Hypaxial_bead_cra_Z","Hypaxial_bead_mid1_X","Hypaxial_bead_mid1_Y","Hypaxial_bead_mid1_Z","Hypaxial_bead_mid2_X","Hypaxial_bead_mid2_Y","Hypaxial_bead_mid2_Z","LowerJawL_bead_cau_X","LowerJawL_bead_cau_Y","LowerJawL_bead_cau_Z","LowerJawL_bead_cra_X","LowerJawL_bead_cra_Y","LowerJawL_bead_cra_Z","LowerJawL_bead_mid_X","LowerJawL_bead_mid_Y","LowerJawL_bead_mid_Z","Neurocranium_bead_cau_e1_X","Neurocranium_bead_cau_e1_Y","Neurocranium_bead_cau_e1_Z","Neurocranium_bead_cau_e2_X","Neurocranium_bead_cau_e2_Y","Neurocranium_bead_cau_e2_Z","Neurocranium_bead_cau_X","Neurocranium_bead_cau_Y","Neurocranium_bead_cau_Z","Neurocranium_bead_cra_L_X","Neurocranium_bead_cra_L_Y","Neurocranium_bead_cra_L_Z","Neurocranium_bead_cra_R_X","Neurocranium_bead_cra_R_Y","Neurocranium_bead_cra_R_Z","Neurocranium_bead_mid_X","Neurocranium_bead_mid_Y","Neurocranium_bead_mid_Z","OperculumL_bead_cau_dor_X","OperculumL_bead_cau_dor_Y","OperculumL_bead_cau_dor_Z","OperculumL_bead_cra_dor_X","OperculumL_bead_cra_dor_Y","OperculumL_bead_cra_dor_Z","OperculumL_bead_ven_X","OperculumL_bead_ven_Y","OperculumL_bead_ven_Z","PectoralGirdleL_bead_cau_X","PectoralGirdleL_bead_cau_Y","PectoralGirdleL_bead_cau_Z","PectoralGirdleL_bead_cra_X","PectoralGirdleL_bead_cra_Y","PectoralGirdleL_bead_cra_Z","PectoralGirdleL_bead_mid_X","PectoralGirdleL_bead_mid_Y","PectoralGirdleL_bead_mid_Z","PostTemporalL_bead_cau_dor_X","PostTemporalL_bead_cau_dor_Y","PostTemporalL_bead_cau_dor_Z","PostTemporalL_bead_cra_dor_X","PostTemporalL_bead_cra_dor_Y","PostTemporalL_bead_cra_dor_Z","PostTemporalL_bead_ven_X","PostTemporalL_bead_ven_Y","PostTemporalL_bead_ven_Z","Prey_bead_X","Prey_bead_Y","Prey_bead_Z","Sternohyoid_bead_cau_X","Sternohyoid_bead_cau_Y","Sternohyoid_bead_cau_Z","Sternohyoid_bead_cra_X","Sternohyoid_bead_cra_Y","Sternohyoid_bead_cra_Z","SuspensoriumL_bead_dor_X","SuspensoriumL_bead_dor_Y","SuspensoriumL_bead_dor_Z","SuspensoriumL_bead_mid_X","SuspensoriumL_bead_mid_Y","SuspensoriumL_bead_mid_Z","SuspensoriumL_bead_ven_X","SuspensoriumL_bead_ven_Y","SuspensoriumL_bead_ven_Z","Urohyal_bead_X","Urohyal_bead_Y","Urohyal_bead_Z","calibration","frame","individual","time","trial","Neurocranium_R11","Neurocranium_R12","Neurocranium_R13","Neurocranium_01","Neurocranium_R21","Neurocranium_R22","Neurocranium_R23","Neurocranium_02","Neurocranium_R31","Neurocranium_R32","Neurocranium_R33","Neurocranium_03","Neurocranium_TX","Neurocranium_TY","Neurocranium_TZ","Neurocranium_1","SuspensoriumL_R11","SuspensoriumL_R12","SuspensoriumL_R13","SuspensoriumL_01","SuspensoriumL_R21","SuspensoriumL_R22","SuspensoriumL_R23","SuspensoriumL_02","SuspensoriumL_R31","SuspensoriumL_R32","SuspensoriumL_R33","SuspensoriumL_03","SuspensoriumL_TX","SuspensoriumL_TY","SuspensoriumL_TZ","SuspensoriumL_1","LowerJawL_R11","LowerJawL_R12","LowerJawL_R13","LowerJawL_01","LowerJawL_R21","LowerJawL_R22","LowerJawL_R23","LowerJawL_02","LowerJawL_R31","LowerJawL_R32","LowerJawL_R33","LowerJawL_03","LowerJawL_TX","LowerJawL_TY","LowerJawL_TZ","LowerJawL_1","OperculumL_R11","OperculumL_R12","OperculumL_R13","OperculumL_01","OperculumL_R21","OperculumL_R22","OperculumL_R23","OperculumL_02","OperculumL_R31","OperculumL_R32","OperculumL_R33","OperculumL_03","OperculumL_TX","OperculumL_TY","OperculumL_TZ","OperculumL_1"
41.30683691,80.46077,130.84983,25.39260264,66.94453,138.7154,21.46419824,64.09084,129.395,8.350849,58.12891,137.5337,5.938546334,57.88112,130.9468,-14.99605731,56.61324,142.1287,-15.76125701,56.57035,132.2736,72.79992,118.23261,88.59921,79.28696,115.42926,84.10979,NaN,NaN,NaN,38.46458671,86.62884,83.56159,13.34247526,74.13907,85.95089,-11.39357389,68.17639,93.56764,74.16804,126.96282,86.02417,94.83892,132.42835,85.89829,84.45112,130.73531,90.86526,58.884013757,79.45624,131.63638,49.53721,78.20347,134.1744,57.9102703,83.98558,131.26848,86.92336,120.70932,111.73866,110.7285,104.13866,104.45497,84.81909,102.83383,119.11353,47.32965,108.86587,107.86498,51.79078,112.00101,109.16193,51.08477,116.54525,95.70745,27.52555712,93.40807,101.5028,51.38413,109.79221,88.02699,39.241245,104.86593,98.04702,44.408848,102.16362,116.65977,45.489924,103.20912,115.61027,40.3409993,100.67684,111.74512,88.69593,102.84129,100.12223,78.83803,109.78097,84.27583,88.46386,112.7638,86.50005,55.8544,114.09016,110.15807,58.64099,119.40894,97.83216,61.53859,123.38156,90.71016,90.22127,109.58193,85.07232,"Nov17 After 0945",1095,"Cat 01",3.6466667,"Nov 17 2016 Cat 01 Trial 09",-0.637830983484886,0.760768696814141,-0.12001094306111,0,0.028413188117839,0.178959905541758,0.983446004084345,0,0.769652081948515,0.623862438488005,-0.135762036652805,0,126.499273111808,194.837660301647,135.842717954898,1,-0.7158961654118,0.667228411568391,-0.20566702979477,0,-0.0753890491572224,0.218973074143316,0.972814105606717,0,0.694124752199381,0.711938929681576,-0.106460268588809,0,113.525480700056,203.870677706227,136.958451551275,1,-0.635927122206453,0.766709230773509,-0.0880548163867952,0,-0.00550724667486018,0.109586439827592,0.99396201257391,0,0.771729463916133,0.632572341833412,-0.0654665324506487,0,124.13453967806,190.779857978297,142.757631859798,1,-0.66628336447815,0.731034265636892,-0.147157672869636,0,-0.00151305850283678,0.196016271603564,0.980599475790501,0,0.745697116042194,0.653579776103398,-0.129496283324999,0,122.450193591509,197.899673029733,135.830279520306,1
40.54823066,80.57603,131.05483,24.66490747,66.94259,138.9664,20.71896127,64.17788,129.6489,7.604733,58.23777,137.7626,5.205338435,57.95242,131.1796,-15.77517613,56.74327,142.3396,-16.51573655,56.68271,132.4821,72.02531,118.17359,88.76338,78.53901,115.45137,84.26054,NaN,NaN,NaN,37.664759109,86.71925,83.73163,12.57261793,74.24128,86.13131,-12.09785255,68.3018,93.7977,73.42911,126.99451,86.18014,94.1153,132.35125,85.98594,83.72442,130.74795,90.99383,58.151971336,79.50771,131.8378,48.79766,78.27887,134.39259,57.1801463,84.04135,131.4705,86.20838,120.70588,111.87405,109.96398,104.07963,104.56609,84.1024,102.85978,119.26636,46.57739,108.89658,108.08131,51.06964,112.02869,109.34976,50.3281,116.5412,95.90528,26.75118359,93.45436,101.73282,50.60676,109.80502,88.24092,38.466189,104.88513,98.24151,43.671249,102.24097,116.86909,44.747573,103.24546,115.7197,39.5928218,100.74397,111.96334,87.94064,102.87694,100.27593,78.08983,109.75061,84.42551,87.73822,112.7439,86.63892,55.13819,114.09183,110.33908,57.90926,119.44549,98.00689,60.80781,123.38691,90.88232,89.50303,109.50715,85.19929,"Nov17 After 0945",1096,"Cat 01",3.65,"Nov 17 2016 Cat 01 Trial 09",-0.636818716631216,0.761713051449793,-0.11939493037486,0,0.0303339346129869,0.17948671185121,0.983292618033786,0,0.770416624015258,0.622557425078111,-0.137406251389982,0,125.948075156483,194.787594969492,135.868468549295,1,-0.699126921289012,0.689419077813818,-0.189533329721429,0,-0.0549194869588828,0.21251998384126,0.97561217008619,0,0.712885262774537,0.69248580607436,-0.110715899962129,0,115.776070950756,201.933279374684,137.030806233017,1,-0.632184736635291,0.769276547594462,-0.0924989301911849,0,-0.00355730839947922,0.11649858139725,0.993184487438955,0,0.774809527769451,0.628205120843164,-0.0709120710747252,0,123.787454418478,190.949120360995,142.404563077092,1,-0.663765345652994,0.733539600263678,-0.146065809672096,0,0.00287965962489617,0.197795500906153,0.980239076644942,0,0.747935340434322,0.650228109717111,-0.133402143397722,0,122.176706195481,197.672149916552,135.611316217759,1
39.79755706,80.67843,131.2576,23.94378922,67.00622,139.2239,19.97707065,64.22634,129.9022,6.863237,58.33231,137.9982,4.475968377,58.0172,131.4199,-16.56201411,56.87138,142.5575,-17.27148031,56.8028,132.7016,71.22382,118.15073,88.92108,77.78652,115.45534,84.40622,NaN,NaN,NaN,36.870282361,86.73681,83.97727,11.82448125,74.29743,86.32441,-12.8204868,68.42585,94.003,72.67683,126.99521,86.326,93.38617,132.34708,86.07523,82.99462,130.73614,91.11318,57.433043183,79.53213,132.0362,48.06719,78.34338,134.60513,56.4600163,84.03211,131.66418,85.49322,120.68386,112.00375,109.2055,104.07518,104.65847,83.38506,102.83466,119.41457,45.83165,108.92606,108.2819,50.35108,112.07836,109.54327,49.59019,116.4881,96.13094,25.98170476,93.50491,101.9733,49.826,109.83133,88.44271,37.692189,104.89527,98.41492,42.941324,102.32173,117.07179,44.015082,103.26695,115.96686,38.8492515,100.78698,112.18321,87.18541,102.85655,100.41814,77.31535,109.76365,84.56702,86.94941,112.71387,86.76834,54.4191,114.09658,110.51885,57.17686,119.44442,98.18406,60.07271,123.3513,91.06578,88.74588,109.48779,85.31964,"Nov17 After 0945",1097,"Cat 01",3.6533333,"Nov 17 2016 Cat 01 Trial 09",-0.636308322261777,0.762312193610231,-0.118287101974644,0,0.0323754337143996,0.179587466229,0.983209119803744,0,0.770755181826374,0.62179454922555,-0.138953187229325,0,125.3435858534,194.74390722536,135.918962898852,1,-0.689372915375961,0.701268790886093,-0.181623419401808,0,-0.0434724982794751,0.210219679741772,0.976687170051193,0,0.723101047876014,0.681197305615945,-0.114433847187741,0,116.689517507852,200.853408348614,136.990806566759,1,-0.632080001632206,0.769756831298189,-0.0891588033028794,0,-0.000404719204617567,0.114730049370966,0.993396623697555,0,0.774903031184545,0.627942223808136,-0.0722070344211509,0,123.251375687418,190.826403473749,142.506129210233,1,-0.66334378069353,0.733207226002809,-0.149606792467721,0,0.00315980262724214,0.202667619640888,0.979242488659706,0,0.748308121205811,0.649101686707378,-0.136755095155781,0,121.499420752035,197.790520599543,135.382074022765,1
39.05774492,80.75786,131.45881,23.22571257,67.08973,139.4803,19.23853281,64.26142,130.1562,6.127803,58.41719,138.2429,3.74870093,58.0792,131.6624,-17.35448685,57.00111,142.7822,-18.02846341,56.92766,132.9318,70.45701,118.16541,89.07377,77.03116,115.42242,84.53918,NaN,NaN,NaN,36.081290396,86.74945,84.20596,11.0648324,74.36998,86.52503,-13.55677092,68.53963,94.17696,71.9224,126.94858,86.46511,92.65535,132.32631,86.16121,82.2652,130.71479,91.22296,56.726006994,79.55687,132.22768,47.35061,78.36037,134.8119,55.7649084,84.04582,131.85122,84.77707,120.64752,112.12852,108.45267,104.0322,104.73863,82.66768,102.82855,119.55437,45.09197,108.9586,108.47206,49.6244,112.0936,109.74131,48.89047,116.50153,96.32542,25.21683635,93.58248,102.22053,49.03636,109.89955,88.63721,36.924167,104.93126,98.67608,42.216759,102.37142,117.26983,43.289067,103.22942,116.26929,38.1106097,100.83203,112.40176,86.4331,102.86697,100.55159,76.56698,109.78296,84.70015,86.17113,112.70605,86.88853,53.69915,114.11311,110.70049,56.44153,119.43834,98.36224,59.33334,123.31431,91.24796,87.98379,109.47927,85.43333,"Nov17 After 0945",1098,"Cat 01",3.6566667,"Nov 17 2016 Cat 01 Trial 09",-0.635854434467084,0.762847756944003,-0.117270788750011,0,0.034486138003997,0.179872515523242,0.983085237629429,0,0.771038160180231,0.621054891201129,-0.140680409656213,0,124.742698032226,194.696297610692,135.938778910097,1,-0.683587393510314,0.707916116051285,-0.177659922516699,0,-0.036433194542351,0.210013474782418,0.97701942802856,0,0.728958776453932,0.674350882734411,-0.117770918252794,0,116.9257119563,200.251284271281,136.911315143478,1,-0.63295442006907,0.768979362884374,-0.0896629331048759,0,0.00148548569107836,0.117021397262999,0.993128282708169,0,0.774187635814012,0.628471743231593,-0.075211518480573,0,122.567740362936,190.959011098516,142.396479185813,1,-0.660370507972474,0.735724519997338,-0.150400209025331,0,0.00306329700887009,0.202920197507136,0.979190486910029,0,0.750933691088376,0.646167798732149,-0.136256256627122,0,121.078847120916,197.53688743299,135.618963546256,1
38.32674224,80.8119,131.66031,22.51076657,67.11386,139.7329,18.50335422,64.28935,130.4085,5.396962,58.49757,138.4918,3.021800868,58.14213,131.9018,-18.14461976,57.1309,143.0181,-18.78140313,57.05563,133.1732,69.70113,118.15951,89.22127,76.27255,115.39744,84.66096,NaN,NaN,NaN,35.297517976,86.81121,84.43252,10.26986001,74.48043,86.74204,-14.29209938,68.64532,94.42573,71.16889,126.91182,86.59624,91.92477,132.26807,86.24476,81.5342,130.6824,91.32281,56.018185058,79.43258,132.4084,46.64813,78.34998,135.01332,55.0694309,84.09882,132.03333,84.06227,120.61595,112.24704,107.70574,103.98,104.80344,81.95225,102.80511,119.68162,44.35862,108.93759,108.65176,48.89707,112.06765,109.93952,48.17248,116.49241,96.5088,24.45674908,93.61127,102.46788,48.24776,109.93858,88.81703,36.162437,104.93955,98.92082,41.497564,102.41138,117.46336,42.566146,103.20146,116.48399,37.3772461,100.85393,112.60938,85.68153,102.884,100.67336,75.8146,109.739,84.82468,85.42924,112.68177,86.99861,52.9805,114.14357,110.88202,55.70311,119.42979,98.53763,58.59182,123.30423,91.42786,87.2278,109.45219,85.54036,"Nov17 After 0945",1099,"Cat 01",3.66,"Nov 17 2016 Cat 01 Trial 09",-0.635590502609049,0.763331382279573,-0.115541827146421,0,0.0369057507920956,0.179530776505571,0.983059848557441,0,0.771143747009368,0.62055934536067,-0.142279374239164,0,124.130012059307,194.623906936721,135.995009378994,1,-0.689817691485622,0.700389133310327,-0.183321069313528,0,-0.0420473641464169,0.214026906573313,0.975922385454395,0,0.722761075101437,0.680916694760429,-0.118190029675719,0,115.261092981798,201.006977629409,136.939956110055,1,-0.632163520927527,0.769458041807461,-0.0911241170401074,0,0.00312043256734998,0.120131785846854,0.992753049317824,0,0.774828720240225,0.627297916405812,-0.0783439746491244,0,121.984523793133,191.038229520966,142.249341057814,1,-0.659757248392635,0.736312799984953,-0.15021262853601,0,0.00246276101301107,0.202006838653444,0.979381014695218,0,0.751474755398724,0.645783785578083,-0.135088838483675,0,120.387107010291,197.439746449153,135.940346050405,1
37.60059107,80.84936,131.86239,21.79884734,67.11664,139.9818,17.77154131,64.30772,130.6573,4.669245,58.57863,138.7398,2.295712368,58.19696,132.1436,-18.93833658,57.2608,143.2506,-19.54624746,57.1865,133.4308,68.93084,118.12381,89.3607,75.51287,115.32835,84.7751,NaN,NaN,NaN,34.518935971,86.83437,84.65859,9.49011026,74.51033,86.96092,-15.01186666,68.74172,94.77146,70.41582,126.8876,86.72148,91.19015,132.24293,86.32865,80.80162,130.64383,91.41482,55.309327404,79.48046,132.58299,45.95256,78.34275,135.20969,54.363721,84.10579,132.21222,83.34874,120.58129,112.35799,106.96542,103.93361,104.86284,81.23905,102.77573,119.80086,43.63244,108.89144,108.82496,48.17258,112.05679,110.12485,47.42092,116.44756,96.68575,23.70194292,93.58672,102.6978,47.46687,109.91386,88.98118,35.406259,104.93154,99.12367,40.784826,102.41275,117.65165,41.848286,103.2836,116.55361,36.6495101,100.80726,112.80905,84.93072,102.86982,100.78199,75.05758,109.65768,84.9405,84.67991,112.63379,87.09858,52.26433,114.12543,111.06297,54.9647,119.44217,98.69968,57.84275,123.2894,91.5993,86.45419,109.465,85.64077,"Nov17 After 0945",1100,"Cat 01",3.6633333,"Nov 17 2016 Cat 01 Trial 09",-0.63511775614504,0.763891029176233,-0.114437456164343,0,0.0391322251022073,0.179786425751429,0.982927011570074,0,0.771423427689255,0.619796205747988,-0.144078307015866,0,123.538033473111,194.568502574979,135.995889807266,1,-0.677375862811753,0.715401048350854,-0.17135717229965,0,-0.0267400198134979,0.208838220170894,0.977584558560653,0,0.735150944922474,0.666774278008946,-0.122332131368831,0,116.596698575012,199.544918702328,136.920371917857,1,-0.632157183863387,0.769834584106652,-0.0879318372561971,0,0.00563793281636909,0.118050854796837,0.99299154548027,0,0.774819661988175,0.62723098520009,-0.0789669715859441,0,121.398183868085,190.883262635442,142.376248170912,1,-0.663475472034185,0.732648157384087,-0.151746418378552,0,0.000814129771372019,0.203522664680952,0.97906989645984,0,0.748197591015724,0.649465320431251,-0.135628766695717,0,119.192473386183,197.832073921567,136.032258014692,1
36.87936137,80.87696,132.06346,21.08974885,67.10756,140.2272,17.04310054,64.32714,130.9023,3.943185,58.66553,138.9823,1.571830096,58.23812,132.3933,-19.73648186,57.39383,143.4809,-20.31564673,57.32033,133.6834,68.17534,118.07409,89.493,74.75427,115.28493,84.87811,NaN,NaN,NaN,33.746032477,86.75733,84.87885,8.75569533,74.50804,87.15537,-15.71673889,68.8333,95.11256,69.66522,126.88523,86.84157,90.45144,132.2211,86.40616,80.07165,130.60196,91.49926,54.605138878,79.53056,132.75611,45.25668,78.35511,135.40128,53.6515756,84.10056,132.38588,82.63595,120.54365,112.46358,106.23242,103.89051,104.91956,80.52658,102.74317,119.91661,42.91424,108.85362,108.99268,47.44477,112.03915,110.30173,46.63298,116.42597,96.8517,22.95291787,93.5628,102.91726,46.6941,109.90551,89.13701,34.655179,104.92476,99.31717,40.092811,102.36414,117.83395,41.136408,103.38337,116.62729,35.9277513,100.78353,113.00033,84.18106,102.84488,100.88247,74.2967,109.61798,85.04763,83.91012,112.5999,87.18996,51.54751,114.09137,111.23247,54.22941,119.41061,98.85218,57.09105,123.31414,91.75244,85.66183,109.44188,85.73459,"Nov17 After 0945",1101,"Cat 01",3.6666667,"Nov 17 2016 Cat 01 Trial 09",-0.634622411607127,0.764437020532784,-0.113536057377888,0,0.0412353698940034,0.1801957141387,0.982766070270921,0,0.771721477578317,0.619003672238707,-0.145878081970309,0,122.945893272736,194.515764287563,135.983520902797,1,-0.697419939653555,0.692424811854477,-0.184806135455303,0,-0.0458441937202764,0.214237893867451,0.975705096191147,0,0.715194894889337,0.688948477579805,-0.11767012180116,0,112.809880640571,201.679299665074,137.293519204646,1,-0.631575597304098,0.770973184287517,-0.0819305437522442,0,0.00905754829203581,0.113003782925771,0.993553272785814,0,0.775261391860132,0.626761911856513,-0.0783535585475154,0,120.906418317241,190.540126588317,142.643803731502,1,-0.667686769101254,0.729131054832792,-0.150207467342838,0,0.00195386681085002,0.203487474860432,0.979075599726298,0,0.744439763024259,0.653422338501941,-0.137290519610932,0,118.064479488698,198.189366441454,136.041771483662,1
36.16312311,80.90144,132.26192,20.38326505,67.09003,140.4692,16.31803923,64.34892,131.1439,3.218987,58.74929,139.225,0.849844547,58.27459,132.6458,-20.52346227,57.52503,143.7111,-21.0853103,57.45738,133.9244,67.42774,118.07213,89.61873,73.98794,115.25192,84.97185,NaN,NaN,NaN,32.97793211,86.67865,85.09464,8.01495391,74.48858,87.37753,-16.41607502,68.9213,95.40793,68.91917,126.86785,86.9533,89.7169,132.1524,86.47055,79.3332,130.55819,91.57301,53.901873989,79.40789,132.9251,44.5616,78.33645,135.58839,52.9306158,84.09006,132.55252,81.92613,120.5055,112.56361,105.50745,103.85289,104.97338,79.8149,102.70886,120.02511,42.20488,108.80735,109.15513,46.71955,111.99243,110.46783,45.88633,116.42968,97.00409,22.21017389,93.55713,103.12644,45.92987,109.89335,89.28422,33.909938,104.95374,99.51749,39.395383,102.32485,118.01053,40.425554,103.41291,116.80094,35.2106207,100.76456,113.18279,83.43293,102.81371,100.9798,73.53918,109.57406,85.14601,83.16059,112.56574,87.27145,50.82913,114.05819,111.39106,53.49032,119.36425,98.99523,56.33255,123.35095,91.89346,84.88305,109.34801,85.82186,"Nov17 After 0945",1102,"Cat 01",3.67,"Nov 17 2016 Cat 01 Trial 09",-0.634645853936196,0.7646072075401,-0.112251762833941,0,0.0431838683583584,0.180113377693186,0.982697473635483,0,0.771595615329173,0.618817411967118,-0.147326905387688,0,122.285456918839,194.457773532467,136.02001457711,1,-0.725908971060815,0.656056491541075,-0.20650919020771,0,-0.0760123741541624,0.221887228858054,0.972105023464616,0,0.68357756305256,0.72135701117859,-0.111201518490599,0,107.272205481594,204.765095043411,137.659114060437,1,-0.629868579032428,0.77241554047436,-0.0814850046411793,0,0.0112138032454407,0.113944327286051,0.993423847557578,0,0.776620772169045,0.624812710428519,-0.0804316674110708,0,120.415919295521,190.450769272807,142.590590277711,1,-0.669690264945302,0.72787424624733,-0.147356814187103,0,0.00271046236394384,0.200817092672826,0.979625004113414,0,0.742635578484673,0.65564592345283,-0.136458127747748,0,117.163499328919,198.255512987743,136.343540895229,1
35.45194624,80.92954,132.45617,19.6791899,67.08473,140.7074,15.59635689,64.37318,131.3821,2.497981,58.82268,139.4741,0.129446222,58.31534,132.8961,-21.30182513,57.65916,143.9522,-21.84046093,57.59772,134.1564,66.68406,118.0311,89.73445,73.21572,115.22465,85.05981,NaN,NaN,NaN,32.214830178,86.64523,85.30186,7.25374262,74.45825,87.60891,-17.10830878,69.00582,95.58024,68.16987,126.84143,87.05346,88.97733,132.14161,86.52541,78.59773,130.51138,91.63297,53.199511585,79.4083,133.08633,43.87049,78.3181,135.77131,52.2129876,84.07646,132.71417,81.22153,120.47011,112.65311,104.78701,103.81107,105.02518,79.10726,102.67742,120.12268,41.50053,108.76547,109.31091,46.00032,111.97332,110.62081,45.14218,116.34118,97.14749,21.47138496,93.54593,103.3253,45.17287,109.82951,89.42248,33.171278,104.92428,99.67195,38.685876,102.30622,118.1813,39.712906,103.33054,117.04952,34.4973779,100.74771,113.35627,82.68633,102.7777,101.07056,72.78427,109.49363,85.2356,82.40736,112.52587,87.34231,50.11374,114.02641,111.53826,52.74612,119.33424,99.12895,55.56697,123.32451,92.02272,84.10769,109.27159,85.90261,"Nov17 After 0945",1103,"Cat 01",3.6733333,"Nov 17 2016 Cat 01 Trial 09",-0.634454346473576,0.764864477087567,-0.111579630445484,0,0.0449523892894242,0.180620269479607,0.982525114666432,0,0.771652100974241,0.618351558535011,-0.148977800760257,0,121.64994978986,194.415028710056,136.000744864984,1,-0.72854163973136,0.653141309552777,-0.206478834104671,0,-0.076021070148947,0.2224737199049,0.971970288046442,0,0.680770061085936,0.723817569355262,-0.112428867385964,0,106.239079991607,204.969847467227,137.673250909609,1,-0.630499915670528,0.772463309830678,-0.0759624335108515,0,0.014368064118825,0.109464266186201,0.993886881471827,0,0.776056322101002,0.625554161838725,-0.0801160129644231,0,119.820387894078,190.197570363126,142.802372585468,1,-0.673091342628184,0.724083431430017,-0.150503251817095,0,0.00174119495058633,0.205054930965011,0.978748917510042,0,0.73955730861045,0.658525367480605,-0.139281469210378,0,116.036773506859,198.675550351469,136.123937418586,1
34.74590074,80.96799,132.6446,18.97858842,67.08706,140.9417,14.87804827,64.4027,131.6167,1.780382,58.89356,139.7247,-0.589674382,58.36934,133.1392,-22.07719884,57.80996,144.1856,-22.59448052,57.73204,134.3767,65.93605,117.98538,89.84134,72.45575,115.19696,85.14268,NaN,NaN,NaN,31.458820809,86.59323,85.49814,6.5184738,74.41098,87.78775,-17.79187391,69.08694,95.6899,67.41638,126.78454,87.14228,88.23377,132.12378,86.57339,77.86997,130.46189,91.67828,52.499777978,79.48623,133.24296,43.17925,78.30518,135.94855,51.5016449,84.07456,132.87285,80.51421,120.43507,112.73248,104.06891,103.76342,105.07586,78.39823,102.6475,120.21398,40.79916,108.72624,109.45862,45.28236,111.95084,110.75915,44.39553,116.26944,97.28144,20.73507414,93.52995,103.5139,44.42269,109.74649,89.55226,32.439941,104.83928,99.80532,37.969386,102.29193,118.34497,39.001254,103.18432,117.23305,33.789285,100.73598,113.5211,81.9413,102.74403,101.15175,72.03258,109.43958,85.31634,81.64539,112.48138,87.40497,49.40583,114.00203,111.67416,52.00841,119.318,99.25303,54.81769,123.25672,92.14059,83.35345,109.23709,85.97678,"Nov17 After 0945",1104,"Cat 01",3.6766667,"Nov 17 2016 Cat 01 Trial 09",-0.634138743087797,0.765137254880811,-0.111503523300766,0,0.0465266066895093,0.181704482937428,0.982251879993315,0,0.771818197106668,0.617696092001478,-0.15082509254469,0,121.025347875,194.388025168303,135.928652429449,1,-0.712731262390545,0.674814362285512,-0.191415057047186,0,-0.0547893905021319,0.218497473874775,0.97429819695961,0,0.69929412288363,0.704900298172401,-0.118757312772205,0,108.491363328044,203.153335082845,137.465345209559,1,-0.631892128758071,0.771629380941395,-0.0728040938518766,0,0.0167686707817914,0.107522753819367,0.994061199872177,0,0.774874924935506,0.626918619821663,-0.0808819808554134,0,119.125620693383,190.112706096021,142.875759777666,1,-0.6761300359505,0.720885031031957,-0.152226628812535,0,0.0016963395623944,0.208132608308526,0.978099146196733,0,0.73678035866713,0.661063982828246,-0.141947573736192,0,114.989966818543,199.015341840554,135.934639672629,1
